x1,x2,y
-0.81668428,-0.597198166,1
0.524914016,2.966415955,0
0.890784332,0.821454398,1
-0.759415996,2.753240095,0
-1.885277902,1.629526539,0
2.463302435,-1.023868884,0
-1.986004152,-0.898809787,0
2.010834032,-2.580117449,0
2.41018752,2.370500867,0
1.599140047,-0.862731617,0
-1.109856442,-2.46969746,0
2.447341903,2.811179945,0
-1.69773161,2.53984757,0
-1.702452991,-2.436247325,0
-1.060729209,-0.598961683,1
2.453469735,1.000843266,0
-2.772547528,2.65878074,0
-2.013667098,-0.559984146,0
2.609340962,-0.509675404,0
2.234734811,-0.721238136,0
2.892397613,0.177721129,0
-1.352336214,1.838096665,0
1.673789814,1.886635709,0
-2.122657165,-1.832189443,0
0.350376154,2.29565191,0
-2.159906417,0.359823287,0
1.560327257,-0.282204232,1
1.833400176,-2.977974799,0
0.825614987,-0.027952415,1
1.503997562,-2.984939921,0
2.234647432,1.717345246,0
-0.230369646,1.978552204,0
-1.807467005,-2.664984113,0
2.584206896,1.525785808,0
-1.707548319,-0.5140969,0
-2.419609969,-0.672487669,0
0.995846136,-0.397618875,1
-0.142959867,-0.771426181,1
-0.959024005,-2.235690315,0
1.174941212,0.56659327,1
-2.475483391,2.675187311,0
0.075388305,-1.872230132,0
-0.762081587,0.68045332,1
2.185127053,-1.903597063,0
2.015307308,0.919565378,0
-1.682903562,-2.247902961,0
-1.273506699,-2.60398929,0
2.376966463,-0.572745879,0
2.110364282,-0.525100523,0
-0.012008234,1.819473552,0
-0.595604592,1.83598118,0
-2.065964289,2.922854144,0
0.713995107,0.906324208,1
-2.902497251,0.30886694,0
-2.047150097,-1.163720241,0
2.840700114,1.545257424,0
2.943261421,-0.457697915,0
-2.274430977,-2.910335314,0
-2.521624992,-0.425876167,0
-2.179595488,2.545873874,0
-1.689193109,2.742659862,0
-1.688520876,2.370770546,0
2.748854504,-0.736330239,0
0.960215237,0.73739904,1
2.729163952,-2.746067981,0
-1.502419831,2.994821132,0
2.615085708,0.595964499,0
2.498220596,-0.022173997,0
-2.364318413,-1.549153986,0
-2.265365816,2.359600666,0
-0.804678345,1.576986974,0
-2.529015589,1.033543083,0
-2.670486197,-0.428026726,0
-1.116255501,-1.384911141,0
2.094830421,2.627029494,0
-1.943419426,-2.400411994,0
0.581118946,-2.033580568,0
-1.143399611,-1.084055576,1
1.352038646,1.907283136,0
-2.196161803,1.826810988,0
-2.89161199,1.89781897,0
1.820433222,-1.7884555,0
-0.010479747,-1.956235274,0
1.57687728,0.575350462,0
2.284668778,1.302837663,0
-2.551990438,-0.318431143,0
2.883405101,0.017658605,0
-1.09197438,0.173270857,1
-0.162114259,0.667103241,1
-2.123070378,0.371421936,0
-0.485986595,-2.964474555,0
1.823590641,-0.540760265,0
1.565972639,-1.457174262,0
-1.300363306,0.924141529,1
-0.386902698,1.246809295,1
-0.908802594,1.186031623,1
1.785632015,-1.122690124,0
0.172598896,-1.449431111,1
1.919173404,-1.814679854,0
2.679672611,0.743122992,0
-1.544337304,2.119953248,1
2.79611124,-0.657537699,1
1.172412089,-2.565474621,1
-0.292693717,-1.619977946,1
-1.441992188,-0.47138157,0
-1.376637075,2.778703458,1
-0.703722185,0.215382116,1
0.729767115,-2.479654791,1
-1.715919897,-0.393404267,1
2.382873331,-2.951073837,0
